"state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price"
"Uttar Pradesh","Ghazipur","Gazipur","Bengal Gram Dal (Chana Dal)","Bengal Gram Dal","24/07/2019","5610","5630","5620"
"Uttar Pradesh","Ghazipur","Gazipur","Bengal Gram(Gram)(Whole)","Desi (Whole)","24/07/2019","4950","4970","4960"
"Uttar Pradesh","Ghazipur","Gazipur","Bhindi(Ladies Finger)","Bhindi","24/07/2019","1590","1610","1600"
"Uttar Pradesh","Ghazipur","Gazipur","Bitter gourd","Bitter Gourd","24/07/2019","1590","1610","1600"
"Uttar Pradesh","Ghazipur","Gazipur","Black Gram Dal (Urd Dal)","Black Gram Dal","24/07/2019","6710","6730","6720"
"Uttar Pradesh","Ghazipur","Gazipur","Bottle gourd","Bottle Gourd","24/07/2019","1130","1160","1150"
"Uttar Pradesh","Ghazipur","Gazipur","Brinjal","Brinjal","24/07/2019","1710","1730","1720"
"Uttar Pradesh","Ghazipur","Gazipur","Ginger(Green)","Green Ginger","24/07/2019","7480","7510","7500"
"Uttar Pradesh","Ghazipur","Gazipur","Green Chilli","Green Chilly","24/07/2019","3510","3530","3520"
"Uttar Pradesh","Ghazipur","Gazipur","Gur(Jaggery)","Yellow","24/07/2019","3610","3630","3620"
"Uttar Pradesh","Ghazipur","Gazipur","Lentil (Masur)(Whole)","Masoor Gola","24/07/2019","4570","4600","4580"
"Uttar Pradesh","Ghazipur","Gazipur","Masur Dal","Masoor Gola","24/07/2019","5370","5400","5380"
"Uttar Pradesh","Ghazipur","Gazipur","Mousambi(Sweet Lime)","Mousambi","24/07/2019","3710","3730","3720"
"Uttar Pradesh","Ghazipur","Gazipur","Mustard","Sarson(Black)","24/07/2019","4230","4250","4240"
"Uttar Pradesh","Ghazipur","Gazipur","Mustard Oil","Mustard Oil","24/07/2019","9850","9890","9870"
"Uttar Pradesh","Ghazipur","Gazipur","Onion","Onion","24/07/2019","1310","1330","1320"
"Uttar Pradesh","Ghazipur","Gazipur","Pointed gourd (Parval)","Other","24/07/2019","1990","2020","2000"
"Uttar Pradesh","Ghazipur","Gazipur","Potato","Potato","24/07/2019","950","990","970"
"Uttar Pradesh","Ghazipur","Gazipur","Pumpkin","Pumpkin","24/07/2019","800","840","820"
"Uttar Pradesh","Ghazipur","Gazipur","Raddish","Raddish","24/07/2019","1180","1230","1200"
"Uttar Pradesh","Ghazipur","Gazipur","Rice","Fine","24/07/2019","3150","3200","3180"
"Uttar Pradesh","Ghazipur","Gazipur","Rice","III","24/07/2019","2280","2320","2300"
"Uttar Pradesh","Ghazipur","Gazipur","Tomato","Tomato","24/07/2019","2580","2610","2600"
"Uttar Pradesh","Ghazipur","Gazipur","Wheat","Dara","24/07/2019","1830","1870","1860"
"Uttar Pradesh","Ghazipur","Gazipur","White Peas","White Peas","24/07/2019","4830","4860","4850"
"Uttar Pradesh","Ghazipur","Saidpur","Bhindi(Ladies Finger)","Bhindi","24/07/2019","1550","1650","1600"
"Uttar Pradesh","Ghazipur","Saidpur","Bottle gourd","Bottle Gourd","24/07/2019","1090","1190","1140"
"Uttar Pradesh","Ghazipur","Saidpur","Brinjal","Arkasheela Mattigulla","24/07/2019","1670","1770","1720"
"Uttar Pradesh","Ghazipur","Saidpur","Green Chilli","Green Chilly","24/07/2019","3420","3620","3520"
"Uttar Pradesh","Ghazipur","Saidpur","Onion","Red","24/07/2019","1250","1350","1300"
"Uttar Pradesh","Ghazipur","Saidpur","Potato","Potato","24/07/2019","920","1020","970"
"Uttar Pradesh","Ghazipur","Saidpur","Pumpkin","Pumpkin","24/07/2019","770","870","820"
"Uttar Pradesh","Ghazipur","Saidpur","Rice","III","24/07/2019","3080","3280","3180"
"Uttar Pradesh","Ghazipur","Saidpur","Tomato","Tomato","24/07/2019","2500","2700","2600"
"Uttar Pradesh","Ghazipur","Saidpur","Wheat","Dara","24/07/2019","1810","1910","1860"
"Uttar Pradesh","Gonda","Gonda","Apple","Delicious","24/07/2019","8830","8870","8850"
"Uttar Pradesh","Gonda","Gonda","Arhar Dal(Tur Dal)","U.P. (Split)","24/07/2019","8140","8160","8150"
"Uttar Pradesh","Gonda","Gonda","Banana - Green","Banana - Green","24/07/2019","1080","1120","1100"
"Uttar Pradesh","Gonda","Gonda","Bengal Gram(Gram)(Whole)","Desi (Whole)","24/07/2019","5150","5170","5160"
"Uttar Pradesh","Gonda","Gonda","Bottle gourd","Bottle Gourd","24/07/2019","1340","1380","1360"
"Uttar Pradesh","Gonda","Gonda","Brinjal","Round/Long","24/07/2019","1780","1820","1800"
"Uttar Pradesh","Gonda","Gonda","Green Chilli","Green Chilly","24/07/2019","3930","3970","3950"
"Uttar Pradesh","Gonda","Gonda","Gur(Jaggery)","Pathari","24/07/2019","3530","3570","3550"
"Uttar Pradesh","Gonda","Gonda","Lemon","Lemon","24/07/2019","4180","4220","4200"
"Uttar Pradesh","Gonda","Gonda","Lentil (Masur)(Whole)","Masoor Gola","24/07/2019","5250","5270","5260"
"Uttar Pradesh","Gonda","Gonda","Maize","Yellow","24/07/2019","1820","1840","1830"
"Uttar Pradesh","Gonda","Gonda","Mousambi(Sweet Lime)","Mousambi","24/07/2019","3060","3100","3080"
"Uttar Pradesh","Gonda","Gonda","Mustard","Sarson(Black)","24/07/2019","3640","3660","3650"
"Uttar Pradesh","Gonda","Gonda","Onion","Red","24/07/2019","1530","1570","1550"
"Uttar Pradesh","Gonda","Gonda","Paddy(Dhan)(Common)","Common","24/07/2019","1635","1655","1645"
"Uttar Pradesh","Gonda","Gonda","Pomegranate","Pomogranate","24/07/2019","5340","5370","5350"
"Uttar Pradesh","Gonda","Gonda","Potato","Desi","24/07/2019","800","850","825"
"Uttar Pradesh","Gonda","Gonda","Rice","III","24/07/2019","2440","2460","2450"
"Uttar Pradesh","Gonda","Gonda","Tomato","Deshi","24/07/2019","2730","2770","2750"
"Uttar Pradesh","Gonda","Gonda","Wheat","Dara","24/07/2019","1840","1860","1850"
"Uttar Pradesh","Gonda","Gonda","White Peas","White Peas","24/07/2019","5155","5175","5165"
"Uttar Pradesh","Gonda","Karnailganj","Wheat","Dara","24/07/2019","1775","1785","1780"
"Uttar Pradesh","Gonda","Nawabganj","Apple","Golden","24/07/2019","4500","0","5000"
"Uttar Pradesh","Gonda","Nawabganj","Banana - Green","Banana - Green","24/07/2019","800","1000","900"
"Uttar Pradesh","Gonda","Nawabganj","Maize","Yellow","24/07/2019","1500","1700","1600"
"Uttar Pradesh","Gonda","Nawabganj","Onion","Red","24/07/2019","1000","0","1250"
"Uttar Pradesh","Gonda","Nawabganj","Rice","III","24/07/2019","1500","0","2000"
"Uttar Pradesh","Gorakhpur","Chorichora","Arhar Dal(Tur Dal)","Arhar Dal(Tur)","24/07/2019","7800","7980","7870"
"Uttar Pradesh","Gorakhpur","Chorichora","Banana - Green","Banana - Green","24/07/2019","1440","1650","1520"
"Uttar Pradesh","Gorakhpur","Chorichora","Bengal Gram Dal (Chana Dal)","Bengal Gram Dal","24/07/2019","5660","5820","5720"
"Uttar Pradesh","Gorakhpur","Chorichora","Bengal Gram(Gram)(Whole)","Desi (Whole)","24/07/2019","5000","5150","5060"
"Uttar Pradesh","Gorakhpur","Chorichora","Garlic","Garlic","24/07/2019","5000","5250","5100"
"Uttar Pradesh","Gorakhpur","Chorichora","Ginger(Green)","Green Ginger","24/07/2019","7600","7800","7680"
"Uttar Pradesh","Gorakhpur","Chorichora","Green Chilli","Green Chilly","24/07/2019","3550","3800","3650"
"Uttar Pradesh","Gorakhpur","Chorichora","Gur(Jaggery)","Red","24/07/2019","3260","3400","3310"
"Uttar Pradesh","Gorakhpur","Chorichora","Onion","Red","24/07/2019","1500","1650","1565"
"Uttar Pradesh","Gorakhpur","Chorichora","Paddy(Dhan)(Common)","Paddy Coarse","24/07/2019","1600","1750","1650"
"Uttar Pradesh","Gorakhpur","Chorichora","Potato","Potato","24/07/2019","1000","1150","1060"
"Uttar Pradesh","Gorakhpur","Chorichora","Pumpkin","Pumpkin","24/07/2019","820","970","870"
"Uttar Pradesh","Gorakhpur","Chorichora","Rice","III","24/07/2019","1375","2525","2425"
"Uttar Pradesh","Gorakhpur","Chorichora","Tomato","Tomato","24/07/2019","1975","2225","2075"
"Uttar Pradesh","Gorakhpur","Chorichora","Wheat","Dara","24/07/2019","1800","1900","1840"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Arhar Dal(Tur Dal)","Arhar Dal(Tur)","24/07/2019","7850","8000","7900"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Banana - Green","Banana - Green","24/07/2019","1500","1700","1580"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Barley (Jau)","Dara","24/07/2019","1725","1900","1775"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Bengal Gram Dal (Chana Dal)","Bengal Gram Dal","24/07/2019","5650","5830","5730"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Bengal Gram(Gram)(Whole)","Desi (Whole)","24/07/2019","4975","5100","5025"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Bhindi(Ladies Finger)","Bhindi","24/07/2019","1800","1975","1850"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Bitter gourd","Bitter Gourd","24/07/2019","1750","1900","1800"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Bottle gourd","Bottle Gourd","24/07/2019","1750","1900","1800"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Brinjal","Brinjal","24/07/2019","1600","1750","1650"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Cauliflower","Cauliflower","24/07/2019","2300","2550","2400"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Cucumbar(Kheera)","Cucumbar","24/07/2019","1350","1500","1400"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Ginger(Green)","Green Ginger","24/07/2019","7850","8030","7930"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Green Chilli","Green Chilly","24/07/2019","3600","3830","3680"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Gur(Jaggery)","Red","24/07/2019","3270","3400","3320"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Jack Fruit","Jack Fruit","24/07/2019","1250","1400","1300"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Lemon","Lemon","24/07/2019","4750","5000","4845"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Mango","Safeda","24/07/2019","2950","3200","3060"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Mousambi(Sweet Lime)","Mousambi","24/07/2019","3050","3400","3200"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Paddy(Dhan)(Common)","Paddy Coarse","24/07/2019","1620","1750","1670"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Pointed gourd (Parval)","Pointed gourd (Parval)","24/07/2019","2500","2650","2550"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Pomegranate","Pomogranate","24/07/2019","5950","6300","6100"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Rice","III","24/07/2019","2375","2565","2435"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Ridgeguard(Tori)","Ridgeguard(Tori)","24/07/2019","1750","1900","1800"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Tomato","Tomato","24/07/2019","1950","2225","2050"
"Uttar Pradesh","Gorakhpur","Gorakhpur","Wheat","Dara","24/07/2019","1800","1950","1840"
"Uttar Pradesh","Gorakhpur","Sehjanwa","Arhar Dal(Tur Dal)","Arhar Dal(Tur)","24/07/2019","7000","7400","7200"
"Uttar Pradesh","Gorakhpur","Sehjanwa","Banana - Green","Banana - Green","24/07/2019","800","900","900"
"Uttar Pradesh","Gorakhpur","Sehjanwa","Barley (Jau)","Dara","24/07/2019","1400","1450","1400"
"Uttar Pradesh","Gorakhpur","Sehjanwa","Bengal Gram Dal (Chana Dal)","Bengal Gram Dal","24/07/2019","5390","5500","5450"
"Uttar Pradesh","Gorakhpur","Sehjanwa","Bengal Gram(Gram)(Whole)","Desi (Whole)","24/07/2019","4630","4700","4650"
"Uttar Pradesh","Gorakhpur","Sehjanwa","Garlic","Garlic","24/07/2019","2500","3000","2800"
"Uttar Pradesh","Gorakhpur","Sehjanwa","Green Chilli","Green Chilly","24/07/2019","3400","4000","3600"
"Uttar Pradesh","Gorakhpur","Sehjanwa","Gur(Jaggery)","Red","24/07/2019","3000","3400","3200"
"Uttar Pradesh","Gorakhpur","Sehjanwa","Onion","Red","24/07/2019","1000","1400","1200"
"Uttar Pradesh","Gorakhpur","Sehjanwa","Paddy(Dhan)(Common)","Paddy Coarse","24/07/2019","1300","1400","1350"
"Uttar Pradesh","Gorakhpur","Sehjanwa","Potato","Potato","24/07/2019","900","1100","1000"
"Uttar Pradesh","Gorakhpur","Sehjanwa","Rice","III","24/07/2019","2130","2200","2160"
"Uttar Pradesh","Gorakhpur","Sehjanwa","Tomato","Tomato","24/07/2019","2000","2400","2200"
"Uttar Pradesh","Gorakhpur","Sehjanwa","Wheat","Dara","24/07/2019","1800","1840","1840"
"Uttar Pradesh","Hamirpur","Bharuasumerpur","Bottle gourd","Bottle Gourd","24/07/2019","700","750","700"
"Uttar Pradesh","Hamirpur","Bharuasumerpur","Brinjal","Brinjal","24/07/2019","950","1100","1000"
"Uttar Pradesh","Hamirpur","Bharuasumerpur","Lentil (Masur)(Whole)","Masoor Gola","24/07/2019","3900","4100","4000"
"Uttar Pradesh","Hamirpur","Bharuasumerpur","Mustard","Lohi Black","24/07/2019","3400","3600","3500"
"Uttar Pradesh","Hamirpur","Bharuasumerpur","Onion","Red","24/07/2019","1100","1300","1200"
"Uttar Pradesh","Hamirpur","Bharuasumerpur","Potato","Potato","24/07/2019","880","950","900"
"Uttar Pradesh","Hamirpur","Bharuasumerpur","Pumpkin","Pumpkin","24/07/2019","800","900","800"
"Uttar Pradesh","Hamirpur","Bharuasumerpur","Tomato","Tomato","24/07/2019","1500","1600","1500"
"Uttar Pradesh","Hamirpur","Bharuasumerpur","Wheat","Dara","24/07/2019","1800","1850","1800"
"Uttar Pradesh","Hamirpur","Bharuasumerpur","White Peas","White Peas","24/07/2019","4300","4500","4400"
"Uttar Pradesh","Hamirpur","Kurara","Wheat","Dara","24/07/2019","1750","1850","1800"
"Uttar Pradesh","Hamirpur","Maudaha","Banana","Banana - Ripe","24/07/2019","1950","2150","2020"
"Uttar Pradesh","Hamirpur","Maudaha","Bengal Gram(Gram)(Whole)","Desi (Whole)","24/07/2019","3950","4620","4050"
"Uttar Pradesh","Hamirpur","Maudaha","Bhindi(Ladies Finger)","Bhindi","24/07/2019","1100","1300","1210"
"Uttar Pradesh","Hamirpur","Maudaha","Bottle gourd","Bottle Gourd","24/07/2019","1100","1300","1200"
"Uttar Pradesh","Hamirpur","Maudaha","Brinjal","Brinjal","24/07/2019","1300","1500","1400"
"Uttar Pradesh","Hamirpur","Maudaha","Green Chilli","Green Chilly","24/07/2019","3450","3650","3550"
"Uttar Pradesh","Hamirpur","Maudaha","Gur(Jaggery)","Red","24/07/2019","3150","3350","3220"
"Uttar Pradesh","Hamirpur","Maudaha","Linseed","Linseed","24/07/2019","4750","4950","4850"
"Uttar Pradesh","Hamirpur","Maudaha","Mustard","Sarson(Black)","24/07/2019","3450","4200","3515"
"Uttar Pradesh","Hamirpur","Maudaha","Onion","Red","24/07/2019","1150","1300","1210"
"Uttar Pradesh","Hamirpur","Maudaha","Potato","Potato","24/07/2019","875","1075","970"
"Uttar Pradesh","Hamirpur","Maudaha","Rice","III","24/07/2019","2250","2450","2350"
"Uttar Pradesh","Hamirpur","Maudaha","Tomato","Deshi","24/07/2019","2150","2350","2260"
"Uttar Pradesh","Hamirpur","Maudaha","Wheat","Dara","24/07/2019","1840","1875","1840"
"Uttar Pradesh","Hamirpur","Maudaha","White Peas","White Peas","24/07/2019","4600","4800","4700"
"Uttar Pradesh","Hamirpur","Muskara","Arhar (Tur/Red Gram)(Whole)","Desi(Whole)","24/07/2019","5000","5100","5060"
"Uttar Pradesh","Hamirpur","Muskara","Arhar Dal(Tur Dal)","Arhar Dal(Tur)","24/07/2019","7200","7300","7260"
"Uttar Pradesh","Hamirpur","Muskara","Barley (Jau)","Dara","24/07/2019","1600","1700","1660"
"Uttar Pradesh","Hamirpur","Muskara","Bengal Gram(Gram)(Whole)","Desi (Whole)","24/07/2019","4000","4100","4050"
"Uttar Pradesh","Hamirpur","Muskara","Black Gram Dal (Urd Dal)","Black Gram Dal","24/07/2019","5900","6000","5950"
"Uttar Pradesh","Hamirpur","Muskara","Gur(Jaggery)","Red","24/07/2019","3180","3250","3210"
"Uttar Pradesh","Hamirpur","Muskara","Lentil (Masur)(Whole)","Masoor Gola","24/07/2019","3980","4060","4020"
"Uttar Pradesh","Hamirpur","Muskara","Mustard","Sarson(Black)","24/07/2019","3400","3500","3460"
"Uttar Pradesh","Hamirpur","Muskara","Mustard Oil","Mustard Oil","24/07/2019","8800","8900","8850"
"Uttar Pradesh","Hamirpur","Muskara","Onion","Red","24/07/2019","1225","1300","1260"
"Uttar Pradesh","Hamirpur","Muskara","Potato","Potato","24/07/2019","925","1040","980"
"Uttar Pradesh","Hamirpur","Muskara","Rice","III","24/07/2019","2300","2400","2350"
"Uttar Pradesh","Hamirpur","Muskara","Sesamum(Sesame,Gingelly,Til)","White","24/07/2019","9800","10000","9900"
"Uttar Pradesh","Hamirpur","Muskara","Tomato","Deshi","24/07/2019","2160","2260","2210"
"Uttar Pradesh","Hamirpur","Muskara","Wheat","Dara","24/07/2019","1825","1900","1870"
"Uttar Pradesh","Hamirpur","Muskara","White Peas","White Peas","24/07/2019","4500","4600","4550"
"Uttar Pradesh","Hardoi","Hardoi","Apple","Kasmir/Shimla - II","24/07/2019","7800","7880","7840"
"Uttar Pradesh","Hardoi","Hardoi","Banana","Amruthapani","24/07/2019","1310","1350","1330"
"Uttar Pradesh","Hardoi","Hardoi","Bengal Gram(Gram)(Whole)","Desi (Whole)","24/07/2019","4830","4870","4850"
"Uttar Pradesh","Hardoi","Hardoi","Bitter gourd","Bitter Gourd","24/07/2019","1840","1860","1850"
"Uttar Pradesh","Hardoi","Hardoi","Black Gram (Urd Beans)(Whole)","Black Gram (Whole)","24/07/2019","5140","5160","5150"
"Uttar Pradesh","Hardoi","Hardoi","Brinjal","Round/Long","24/07/2019","1610","1630","1620"
"Uttar Pradesh","Hardoi","Hardoi","Cabbage","Cabbage","24/07/2019","2210","2230","2220"
"Uttar Pradesh","Hardoi","Hardoi","Cauliflower","African Sarson","24/07/2019","2700","2720","2710"
"Uttar Pradesh","Hardoi","Hardoi","Ginger(Green)","Green Ginger","24/07/2019","3740","3760","3750"
"Uttar Pradesh","Hardoi","Hardoi","Green Chilli","Green Chilly","24/07/2019","3740","3760","3750"
"Uttar Pradesh","Hardoi","Hardoi","Gur(Jaggery)","Yellow","24/07/2019","3100","3180","3140"
"Uttar Pradesh","Hardoi","Hardoi","Lemon","Lemon","24/07/2019","5420","5440","5430"
"Uttar Pradesh","Hardoi","Hardoi","Maize","Hybrid/Local","24/07/2019","1970","2010","1990"
"Uttar Pradesh","Hardoi","Hardoi","Mustard","Sarson(Black)","24/07/2019","3410","3470","3450"
"Uttar Pradesh","Hardoi","Hardoi","Mustard Oil","Mustard Oil","24/07/2019","9290","9310","9300"
"Uttar Pradesh","Hardoi","Hardoi","Onion","Pusa-Red","24/07/2019","1360","1440","1400"
"Uttar Pradesh","Hardoi","Hardoi","Paddy(Dhan)(Common)","Paddy Coarse","24/07/2019","1600","1700","1650"
"Uttar Pradesh","Hardoi","Hardoi","Potato","Kufri Megha","24/07/2019","950","970","960"
"Uttar Pradesh","Hardoi","Hardoi","Pumpkin","Pumpkin","24/07/2019","1700","1720","1710"
"Uttar Pradesh","Hardoi","Hardoi","Raddish","Raddish","24/07/2019","1720","1740","1730"
"Uttar Pradesh","Hardoi","Hardoi","Rice","III","24/07/2019","2470","2550","2510"
"Uttar Pradesh","Hardoi","Hardoi","Tomato","Hybrid","24/07/2019","2600","2620","2610"
"Uttar Pradesh","Hardoi","Hardoi","Wheat","Dara","24/07/2019","1895","1915","1905"
"Uttar Pradesh","Hardoi","Madhoganj","Apple","Kasmir/Shimla - II","24/07/2019","9200","9300","9250"
"Uttar Pradesh","Hardoi","Madhoganj","Bengal Gram(Gram)(Whole)","Desi (Whole)","24/07/2019","4900","4950","4920"
"Uttar Pradesh","Hardoi","Madhoganj","Brinjal","Round/Long","24/07/2019","1220","1300","1270"
"Uttar Pradesh","Hardoi","Madhoganj","Groundnut","Local","24/07/2019","4900","4950","4920"
"Uttar Pradesh","Hardoi","Madhoganj","Gur(Jaggery)","Yellow","24/07/2019","2600","2650","2630"
"Uttar Pradesh","Hardoi","Madhoganj","Lentil (Masur)(Whole)","Masoor Gola","24/07/2019","4600","4700","4650"
"Uttar Pradesh","Hardoi","Madhoganj","Linseed","Linseed","24/07/2019","9700","9800","9750"
"Uttar Pradesh","Hardoi","Madhoganj","Maize","Hybrid/Local","24/07/2019","1900","1980","1950"
"Uttar Pradesh","Hardoi","Madhoganj","Mustard","Lohi Black","24/07/2019","3500","3600","3550"
"Uttar Pradesh","Hardoi","Madhoganj","Onion","Red","24/07/2019","1020","1100","1060"
"Uttar Pradesh","Hardoi","Madhoganj","Paddy(Dhan)(Common)","Paddy Coarse","24/07/2019","1600","1750","1650"
"Uttar Pradesh","Hardoi","Madhoganj","Potato","Badshah","24/07/2019","800","900","840"
"Uttar Pradesh","Hardoi","Madhoganj","Pumpkin","Pumpkin","24/07/2019","1180","1250","1205"
"Uttar Pradesh","Hardoi","Madhoganj","Rice","III","24/07/2019","2250","2350","2300"
"Uttar Pradesh","Hardoi","Madhoganj","Tomato","Hybrid","24/07/2019","2900","3000","2950"
"Uttar Pradesh","Hardoi","Madhoganj","Wheat","Dara","24/07/2019","1850","1920","1900"
"Uttar Pradesh","Hathras","Haathras","Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)","24/07/2019","4400","4450","4425"
"Uttar Pradesh","Hathras","Haathras","Arhar Dal(Tur Dal)","Arhar Dal(Tur)","24/07/2019","7700","8100","7900"
"Uttar Pradesh","Hathras","Haathras","Bajra(Pearl Millet/Cumbu)","Hybrid","24/07/2019","1600","1700","1640"
"Uttar Pradesh","Hathras","Haathras","Banana","Banana - Ripe","24/07/2019","2000","2200","2100"
"Uttar Pradesh","Hathras","Haathras","Bhindi(Ladies Finger)","Bhindi","24/07/2019","1000","1300","1200"
"Uttar Pradesh","Hathras","Haathras","Black Gram Dal (Urd Dal)","Black Gram Dal","24/07/2019","7700","8000","7800"
"Uttar Pradesh","Hathras","Haathras","Bottle gourd","Bottle Gourd","24/07/2019","400","600","500"
"Uttar Pradesh","Hathras","Haathras","Brinjal","Round/Long","24/07/2019","1200","1450","1350"
"Uttar Pradesh","Hathras","Haathras","Cauliflower","Cauliflower","24/07/2019","2400","2900","2700"
"Uttar Pradesh","Hathras","Haathras","Colacasia","Colacasia","24/07/2019","1300","1500","1400"
"Uttar Pradesh","Hathras","Haathras","Ginger(Green)","Green Ginger","24/07/2019","8500","8700","8600"
"Uttar Pradesh","Hathras","Haathras","Green Chilli","Green Chilly","24/07/2019","3400","3600","3500"
"Uttar Pradesh","Hathras","Haathras","Green Gram Dal (Moong Dal)","Green Gram Dal","24/07/2019","7800","8000","7900"
"Uttar Pradesh","Hathras","Haathras","Gur(Jaggery)","Red","24/07/2019","3050","3200","3100"
"Uttar Pradesh","Hathras","Haathras","Lemon","Lemon","24/07/2019","4900","5100","5000"
"Uttar Pradesh","Hathras","Haathras","Lentil (Masur)(Whole)","Masoor Gola","24/07/2019","4350","4425","4395"
"Uttar Pradesh","Hathras","Haathras","Maize","Hybrid/Local","24/07/2019","1900","2050","1950"
"Uttar Pradesh","Hathras","Haathras","Mango","Dusheri","24/07/2019","3100","3600","3400"
"Uttar Pradesh","Hathras","Haathras","Masur Dal","Masur Dal","24/07/2019","6000","6200","6100"
"Uttar Pradesh","Hathras","Haathras","Mustard Oil","Mustard Oil","24/07/2019","8300","8500","8400"
"Uttar Pradesh","Hathras","Haathras","Onion","Red","24/07/2019","1200","1400","1300"
"Uttar Pradesh","Hathras","Haathras","Pomegranate","Pomogranate","24/07/2019","3900","4300","4150"
"Uttar Pradesh","Hathras","Haathras","Potato","Desi","24/07/2019","600","800","700"
"Uttar Pradesh","Hathras","Haathras","Pumpkin","Pumpkin","24/07/2019","600","800","700"
"Uttar Pradesh","Hathras","Haathras","Raddish","Raddish","24/07/2019","1200","1400","1300"
"Uttar Pradesh","Hathras","Haathras","Ridgeguard(Tori)","Ridgeguard(Tori)","24/07/2019","600","750","700"
"Uttar Pradesh","Hathras","Haathras","Tomato","Hybrid","24/07/2019","3000","3500","3300"
"Uttar Pradesh","Hathras","Haathras","Wheat","Dara","24/07/2019","1800","1900","1850"
"Uttar Pradesh","Hathras","Shadabad","Onion","Red","24/07/2019","1200","1300","1250"
"Uttar Pradesh","Hathras","Shadabad","Potato","Desi","24/07/2019","500","600","550"
"Uttar Pradesh","Hathras","Shadabad","Tomato","Deshi","24/07/2019","1200","1300","1250"
"Uttar Pradesh","Jalaun (Orai)","Ait","Wheat","Dara","24/07/2019","1870","1890","1880"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Apple","Delicious","24/07/2019","7450","7500","7500"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Banana","Banana - Ripe","24/07/2019","1850","1900","1900"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Barley (Jau)","Dara","24/07/2019","1700","1740","1740"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Bhindi(Ladies Finger)","Bhindi","24/07/2019","1050","1100","1100"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Bitter gourd","Bitter Gourd","24/07/2019","1150","1200","1200"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Bottle gourd","Bottle Gourd","24/07/2019","1050","1100","1100"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Brinjal","Round/Long","24/07/2019","950","1000","1000"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Cabbage","Cabbage","24/07/2019","1250","1300","1300"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Cucumbar(Kheera)","Cucumbar","24/07/2019","1050","1100","1100"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Garlic","Desi","24/07/2019","3450","3500","3500"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Ginger(Green)","Green Ginger","24/07/2019","4750","4800","4800"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Green Chilli","Green Chilly","24/07/2019","3200","3250","3250"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Jack Fruit","Jack Fruit","24/07/2019","1250","1300","1300"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Lemon","Lemon","24/07/2019","3340","3400","3400"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Lentil (Masur)(Whole)","Masoor Gola","24/07/2019","3950","3971","3971"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Mango (Raw-Ripe)","Mango - Raw-Ripe","24/07/2019","1600","1650","1650"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Mustard","Lohi Black","24/07/2019","3400","3460","3460"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Onion","Red","24/07/2019","910","970","970"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Papaya","Papaya","24/07/2019","1740","1800","1800"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Pomegranate","Pomogranate","24/07/2019","4450","4500","4500"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Potato","Potato","24/07/2019","850","900","900"
"Uttar Pradesh","Jalaun (Orai)","Jalaun","Pumpkin","Pumpkin","24/07/2019","750","800","800"
